name;address;gmap_id;description;latitude;longitude;category;avg_rating;num_of_reviews;price;hours;MISC;state;relative_results;url
Gather Uptown Apartments;Gather Uptown Apartments, 400 S Greene St, Greenville, NC 27834;0x89aee7e3f9f56ced:0x7db81f1f5a33eee7;;35.6116913;-77.3752897;['Apartment building', 'Apartment rental agency', 'Student housing center'];4.3;128;;[['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–5PM'], ['Sunday', '12–5PM'], ['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 7PM;['0x89aee7e0fc3b1669:0x9ead997f51c0832e', '0x89aedd509e6c3f23:0xccc56f847791fd83', '0x89aee782a25025a3:0x2d1a686137cc29f9', '0x89aedd1bdbcdecc3:0xc8396ce825f0f0ed', '0x89aee7f326c5c36b:0x57699bb324bbd86d'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89aee7e3f9f56ced:0x7db81f1f5a33eee7?authuser=-1&hl=en&gl=us
Lms parking;Lms parking, 756 W King St, Boone, NC 28607;0x8850fb808a154599:0xea1480b5bb20a5b5;;36.219901899999996;-81.6852754;['Parking garage'];1.7000000000000002;67;;;;;;https://www.google.com/maps/place//data=!4m2!3m1!1s0x8850fb808a154599:0xea1480b5bb20a5b5?authuser=-1&hl=en&gl=us
A-1 Mart;A-1 Mart, 649 Himes Ave, Frederick, MD 21703;0x89c9dbba3ac2a409:0xc5f2782a734c5cf6;;39.4073339;-77.4477513;['Convenience store', 'Beer store', 'Gas station', 'Shipping service', 'Truck rental agency', 'Wine store'];3.5;24;;[['Thursday', '9AM–9PM'], ['Friday', '9AM–9PM'], ['Saturday', '9AM–9PM'], ['Sunday', '9AM–8PM'], ['Monday', '9AM–9PM'], ['Tuesday', '9AM–9PM'], ['Wednesday', '9AM–9PM']];{'From the business': ['Identifies as women-led'], 'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'Credit cards']};Open ⋅ Closes 9PM;['0x89c9dbb295e833df:0xb0717dcfbfa48b67', '0x89c9d129d7daded7:0xdd83d8e82d4067fa', '0x89c9d7a3b7c9583b:0x17a475f5ed9453ff'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c9dbba3ac2a409:0xc5f2782a734c5cf6?authuser=-1&hl=en&gl=us
T-Mobile;T-Mobile, 7820 Wormans Mill Rd Suite X, Frederick, MD 21701;0x89c9dab999500001:0x2c6962c080f0e945;;39.4453646;-77.3971772;['Cell phone store', 'Electronic parts supplier', 'Electronics store', 'Telephone company'];4.1;18;$$;[['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM'], ['Sunday', '11AM–5PM'], ['Monday', '10AM–8PM'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM']];{'Service options': ['In-store shopping', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Wi-Fi'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']};Open ⋅ Closes 8PM;['0x89c9da23e06baf83:0x17f35b77063e13e7', '0x89c9dab7a34b950d:0xfd2eea512c727278', '0x89c9daa8ae9d4351:0x4f48916bb4c72f7', '0x89c9db9f2c91d471:0xbeb6836dd7277660'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c9dab999500001:0x2c6962c080f0e945?authuser=-1&hl=en&gl=us
Jest Jewels;Jest Jewels, 1791 Fourth St, Berkeley, CA 94710;0x80857edca0130131:0x5e432aac8b05d64e;;37.8704878;-122.3004759;['Jeweler', 'Fashion accessories store', 'Jewelry store'];3.3;6;;[['Thursday', '11AM–5:30PM'], ['Friday', '11AM–5:30PM'], ['Saturday', '11AM–5:30PM'], ['Sunday', '11AM–5:30PM'], ['Monday', '11AM–5:30PM'], ['Tuesday', '11AM–5:30PM'], ['Wednesday', '11AM–5:30PM']];{'Payments': ['Debit cards']};Temporarily closed;['0x80857ec1f6ed737b:0x3337d3e3aaac30ee', '0x80857ec3345efd91:0x5cc447c00c275539', '0x80857dcd90480ac7:0x3530a54837055ffd'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x80857edca0130131:0x5e432aac8b05d64e?authuser=-1&hl=en&gl=us
Primary Care Associates of Maryland;Primary Care Associates of Maryland, 196 Thomas Johnson Dr #135, Frederick, MD 21702;0x89c9db43b2fed62d:0x742e6e732320a1be;;39.439273799999995;-77.4088211;['Family practice physician'];4.5;36;;[['Thursday', '10AM–7PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']};Open ⋅ Closes 7PM;['0x89c9dac16822ac77:0x2b96b3b40dac3d1a', '0x89c9dac65c3a93af:0x7d6f1f40293a1600', '0x89c9dac1776e030f:0x2b9d1170c87ae959', '0x89c9dafa3cafaa4f:0x7737e007e751c4fd', '0x89c9dafa3cafaa4f:0xb88c02eec0792acb'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c9db43b2fed62d:0x742e6e732320a1be?authuser=-1&hl=en&gl=us
Frederick Primary Care Associates;Frederick Primary Care Associates, 19 W Frederick St, Walkersville, MD 21793;0x89c9cfbc91090f85:0x978773c0cf11cefb;;39.4818259;-77.3504698;['Medical Center'];4.4;7;;[['Thursday', '8AM–8PM'], ['Friday', '8AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–4PM']];{'Service options': ['Online care'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']};Open ⋅ Closes 8PM;['0x89c9db43b2fed62d:0x742e6e732320a1be', '0x89c9cfa4ce320863:0xdbd43d8b3f212a50', '0x89c9dac2fa86b0c5:0xd012629a5c232a58', '0x89c9dbc875f06137:0x2d524e03d367e2d9', '0x89c9cfa4ce320863:0xd4b6060f3cda9f6f'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c9cfbc91090f85:0x978773c0cf11cefb?authuser=-1&hl=en&gl=us
E & L General Contractors Inc;E & L General Contractors Inc, 14161 S Redland Rd, Oregon City, OR 97045;0x549576c32c7ce82d:0x166266dbfadf6660;;45.3605273;-122.5754482;['Concrete contractor'];5.0;6;;;;;['0x54957451d00ee61b:0xe247a7cb0184f2e', '0x5495779d0f30a7cb:0xd3b2fb26a4c13b3d', '0x54957aeb7331c367:0x2859fbaa3a327d97', '0x549570c71f4f2437:0xb96b3dc3871df535'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x549576c32c7ce82d:0x166266dbfadf6660?authuser=-1&hl=en&gl=us
Goodwill Donation Center;Goodwill Donation Center, 1900 NE 162nd Ave, Vancouver, WA 98684;0x5495bacf85163529:0xa483b06660c9fe0f;Long-standing nonprofit chain with a range of pre-owned clothing, furniture, housewares & more.;45.6364636;-122.5079196;['Donations center'];2.9;18;;[['Thursday', '9AM–8PM'], ['Friday', '9AM–8PM'], ['Saturday', '9AM–8PM'], ['Sunday', '9AM–8PM'], ['Monday', '9AM–8PM'], ['Tuesday', '9AM–8PM'], ['Wednesday', '9AM–8PM']];;Permanently closed;['0x5495a4cfb0b8546d:0x6605e67ef0a03237', '0x5495b161c4133e73:0xc1dd26349c13214c'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x5495bacf85163529:0xa483b06660c9fe0f?authuser=-1&hl=en&gl=us
NL Moving LLC;NL Moving LLC, 3810 N Tulsa Ave Suite H, Oklahoma City, OK 73112;0x87b21b93c5e8c555:0x5a125e3ddd7bc6ce;;35.5091057;-97.5917085;['Mover', 'Piano moving service'];4.6;188;;[['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', '8AM–6PM'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM']];;Open ⋅ Closes 6PM;['0x87b216c0c1c6a0f7:0xc193314b032e3a62', '0x87b2057efb7c44f1:0x596dd814cc482e37', '0x87b21004fab12e93:0x51265feb68592381'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b21b93c5e8c555:0x5a125e3ddd7bc6ce?authuser=-1&hl=en&gl=us
MWI Insurance Brokers;MWI Insurance Brokers, 9002 N May Ave, Oklahoma City, OK 73120;0x87b21d18a2e77a47:0x2b5f8e09fc8056ed;;35.5616177;-97.5668953;['Home insurance agency', 'Auto insurance agency', 'Commercial agent', 'Insurance broker', 'Life insurance agency'];5.0;211;;[['Thursday', '8:30AM–5PM'], ['Friday', '8:30AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8:30AM–5PM'], ['Tuesday', '8:30AM–5PM'], ['Wednesday', '8:30AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x87b2048732849cd3:0xdeec090bd3ee9b7b', '0x87b21addc58cc5e1:0xb42ee60d3dbd5aff', '0x87b21a1c2057a4e5:0x7a658b52d7c5cddd', '0x87b21db396155581:0xf72cf114f4b5602a', '0x87b213c46a59acf3:0x2a6304b81c645c01'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b21d18a2e77a47:0x2b5f8e09fc8056ed?authuser=-1&hl=en&gl=us
CJ Automotive Repair;CJ Automotive Repair, 1160 E Mission Blvd, Pomona, CA 91766;0x80c33209633b0f2f:0x7584ec6a07019b8f;;34.0551664;-117.73355389999999;['Auto repair shop', 'Air conditioning repair service', 'Auto electrical service', 'Auto tune up service', 'Brake shop', 'Diagnostic center', 'Oil change service'];4.9;33;;[['Thursday', '7:30AM–5:30PM'], ['Friday', '7:30AM–5:30PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '7:30AM–5:30PM'], ['Tuesday', '7:30AM–5:30PM'], ['Wednesday', '7:30AM–5:30PM']];{'Accessibility': ['Wheelchair accessible restroom'], 'Offerings': ['Oil change'], 'Amenities': ['Mechanic', 'Restroom']};Opens soon ⋅ 7:30AM;['0x80c3321a78c4962b:0xafb5ee1a6d19ba33', '0x80c32df71d1bd817:0x692ed8b69e179e80', '0x80c32dfbbdfdea5d:0xa52c268da2aa4dfd', '0x80c32dbae590ab69:0x6b5e2a5ddfaaae71', '0x80c32e7f216fb0b1:0x996986e3ddde2ae2'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c33209633b0f2f:0x7584ec6a07019b8f?authuser=-1&hl=en&gl=us
Michigan & Trenton;Michigan & Trenton, Detroit, MI 48210;0x883b33416dac9a45:0x38413192c6807504;;42.330076999999996;-83.147849;['Bus stop'];2.0;1;;;{'Accessibility': ['Passenger loading area']};;['0x883b3343acd10379:0x75599434a0e4a045', '0x883b33392cb0fd81:0x6d179fda925cedf4', '0x883b333b8644b2b3:0x947543e88513f794', '0x883b3339533c3f2d:0x93394d32ad69ca7d'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x883b33416dac9a45:0x38413192c6807504?authuser=-1&hl=en&gl=us
JLM Manufacturing;JLM Manufacturing, 14285 Frazho Rd, Warren, MI 48089;0x8824d759c04cb37b:0xef1cb7398b3d692e;;42.4895019;-82.9792556;['Food manufacturer'];3.7;33;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x8824d75857ff73d7:0x19d20254d468331a', '0x8824d7593b651f8f:0x8c64e188bbfd194e', '0x8824d067dd582269:0xed0b2623b4f8869e', '0x8824c92de34054ad:0xbdc4cd2422805803', '0x8824d0230eac16b9:0x5ede86f9d98053e1'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8824d759c04cb37b:0xef1cb7398b3d692e?authuser=-1&hl=en&gl=us
Hispanic Legal Center, PLLC;Hispanic Legal Center, PLLC, 995 W Huron St, Waterford Twp, MI 48328;0x8824bf844ae62f7d:0x23b709adf7ff4a1e;;42.6347975;-83.3292967;['Attorney'];1.0;1;;[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']];;Open 24 hours;;https://www.google.com/maps/place//data=!4m2!3m1!1s0x8824bf844ae62f7d:0x23b709adf7ff4a1e?authuser=-1&hl=en&gl=us
Puckett's Waterproofing;;0x87eaa7ca2ff579c5:0x8ba2e75bdc29b3c3;;39.742515399999995;-94.66184969999999;['Waterproofing company', 'Service establishment'];5.0;17;;[['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', '8AM–6PM'], ['Sunday', '8AM–6PM'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM']];;Open ⋅ Closes 6PM;;https://www.google.com/maps/place//data=!4m2!3m1!1s0x87eaa7ca2ff579c5:0x8ba2e75bdc29b3c3?authuser=-1&hl=en&gl=us
Boot HIll Shooting Ground LLC;Boot HIll Shooting Ground LLC, 230th St, Hamilton, MO 64644;0x87c1e5b71843ae2b:0x56eae0cffc49b5d;;39.793384499999995;-93.96423329999999;['Shooting event area'];5.0;8;;[['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', '8AM–5PM'], ['Sunday', '8AM–5PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed']];;Closed ⋅ Opens 8AM Sat;['0x87c1e524454db1a7:0xd0655a1160bdca56', '0x87c1e35b3202da63:0xfe6fc4e73ab15d1b', '0x87e9ffbedc11b555:0xb8e9f58f738aa273', '0x87e9e3e9163bce2f:0xa8db01c1e531eda2', '0x87e9fe276308a4ff:0x5b98183d9409f5e8'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c1e5b71843ae2b:0x56eae0cffc49b5d?authuser=-1&hl=en&gl=us
St Joe Upholstery;St Joe Upholstery, 3609 Lafayette St, St Joseph, MO 64507;0x87c01bf311903603:0x8fcc3e0fdbb76c9b;;39.7582397;-94.8049944;['Upholstery shop'];5.0;4;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];;Open ⋅ Closes 5PM;['0x87c01c69baf43217:0xb5d7e584e8d994d2', '0x87c01ba9ff15cce9:0x5aa18165cb13a8b0', '0x87c01a6bcb6483ef:0xf74268082091c05e', '0x87c023887a3fc945:0x8eb5453c6666576b'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c01bf311903603:0x8fcc3e0fdbb76c9b?authuser=-1&hl=en&gl=us
Polecat Creek Shotgun Park;Polecat Creek Shotgun Park, 23424 S Jefferson Pkwy, Harrisonville, MO 64701;0x87c1290419f953bf:0x2fa96a9e96338a0;;38.6917602;-94.35075359999999;['Skeet shooting range', 'Gun club', 'Shooting event area', 'Shooting range'];5.0;14;;[['Thursday', '5–9PM'], ['Friday', 'Closed'], ['Saturday', '9AM–5PM'], ['Sunday', '12–5PM'], ['Monday', 'Closed'], ['Tuesday', '5–9PM'], ['Wednesday', 'Closed']];{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']};Closed ⋅ Opens 5PM;['0x87c0e1a5df961539:0x90a49d9a8d03418e', '0x87c0912d2992403f:0xfb5cf3dbf7c7e64f', '0x87c11806407138fb:0xa46c500f35de156c', '0x87c11aae75532c85:0xb87cced0195fd338'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c1290419f953bf:0x2fa96a9e96338a0?authuser=-1&hl=en&gl=us
John Trotter - State Farm Insurance Agent;John Trotter - State Farm Insurance Agent, 3032 Frederick Ave, St Joseph, MO 64506;0x87c01bddc86caedf:0x2452b3a565c8b882;;39.776663299999996;-94.8169827;"['Insurance agency', 'Auto insurance agency', 'Home insurance agency', 'Life insurance agency', ""Renter's insurance agency""]";4.7;8;;;{'Accessibility': ['Wheelchair accessible entrance']};Open now;['0x87c01917b0f2ca05:0xa05b65ae567d22d4', '0x87c01976f9ca948f:0x786b8ab4a9f5bb36', '0x87c01ba4be67cf03:0x65418f2d07d9f501', '0x87c01ba508cb0a03:0x262e75616ad991aa', '0x87c0196ad3d40d93:0x216e93a74cd77f19'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c01bddc86caedf:0x2452b3a565c8b882?authuser=-1&hl=en&gl=us
HK Quality Sheet Metal;HK Quality Sheet Metal, 1105 N 3rd St, St Joseph, MO 64501;0x87c01b0b76da16a1:0x23a47403156bb0e9;;39.7748546;-94.856574;['HVAC contractor', 'Air conditioning contractor', 'Air conditioning repair service', 'Furnace repair service'];4.4;13;;[['Thursday', '7:30AM–4PM'], ['Friday', '7:30AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '7:30AM–4PM'], ['Tuesday', '7:30AM–4PM'], ['Wednesday', '7:30AM–4PM']];{'Service options': ['Onsite services'], 'Health & safety': ['Appointment required'], 'Offerings': ['Repair services']};Open ⋅ Closes 4PM;['0x87c01b06dde832d1:0x601a3e89ffa0edc8', '0x87c01b7f50f04013:0x22d5626f1471a06f', '0x87c01a9cd22f12b5:0xca584f8707360bee', '0x87c01b5b2b9b5e9b:0x26e4287990eb73a0', '0x87c01bbfa2c008a7:0xbfc9543fe09ae461'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c01b0b76da16a1:0x23a47403156bb0e9?authuser=-1&hl=en&gl=us
Clarks Native Trees;Clarks Native Trees, 3130 WA-530, Arlington, WA 98223;0x54855182375acce1:0x804e6cd0f63ab4e4;;48.188099799999996;-122.1872154;['Plant nursery', 'Tree farm'];4.3;7;;[['Thursday', '8AM–4:30PM'], ['Friday', '8AM–4:30PM'], ['Saturday', '8AM–4:30PM'], ['Sunday', 'Closed'], ['Monday', '8AM–4:30PM'], ['Tuesday', '8AM–4:30PM'], ['Wednesday', '8AM–4:30PM']];{'Accessibility': ['Wheelchair accessible entrance']};Closed ⋅ Opens 8AM;['0x54854ff7575e9b01:0xce97a24571c7ff12', '0x548544d3c023f169:0x17aa5a8c2682b90c', '0x5485459f0f19eb93:0x8e5e70adbf898f3', '0x54854f8a6c59bdaf:0x9c481542b54b30cd'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x54855182375acce1:0x804e6cd0f63ab4e4?authuser=-1&hl=en&gl=us
Monroe Towing Company;;0x549aa79d92144b8f:0x6b39824cf7454cec;;47.804475;-121.7794145;['Towing service', 'Service establishment'];5.0;28;;[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']];{'From the business': ['Identifies as women-led']};Open 24 hours;['0x549aa7abe05febd5:0x1532565ef0215b8c', '0x549aa659b9d7a8a7:0x9805008024021096', '0x549aa35a6d2d6701:0x489c47baa6cf5ca0'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x549aa79d92144b8f:0x6b39824cf7454cec?authuser=-1&hl=en&gl=us
Pedals & Pints, LLC;Pedals & Pints, LLC, W Front St & S 12th St, Boise, ID 83702;0x54aef8e5f7fb6125:0x63ba8009925cb9ed;;43.6171607;-116.2091674;['Tour operator'];4.8;74;;[['Thursday', '10:30AM–10:30PM'], ['Friday', '10:30AM–10:30PM'], ['Saturday', '10:30AM–10:30PM'], ['Sunday', '10:30AM–10:30PM'], ['Monday', '10:30AM–10:30PM'], ['Tuesday', '10:30AM–10:30PM'], ['Wednesday', '10:30AM–10:30PM']];;Closed ⋅ Opens 10:30AM;['0x54ae556365cfe60f:0x31ab83c6321d7dc4', '0x54aef8e7e703bc01:0x569609754d53d5c6', '0x54aeff4d10dd33ed:0xf4481e515f4dd976', '0x54aef8ecc6e50f2b:0xbdc968a09f529994', '0x54ae53cfdb6619a5:0xa934e3c4d7fd1873'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x54aef8e5f7fb6125:0x63ba8009925cb9ed?authuser=-1&hl=en&gl=us
McCasland Barry J MD PC;McCasland Barry J MD PC, 5669 Peachtree Dunwoody Rd STE 275, Sandy Springs, GA 30342;0x88f509342131d231:0xf113b2ce154ec62a;;33.909365799999996;-84.3497707;['Doctor'];3.8;14;;;{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']};Open now;['0x88f50ecc588cdd35:0x1b8f415b97ee11f', '0x88f50ecb5f7c8c7f:0x29cd53be54337272', '0x14e1a214a6361da3:0x2c8357af05144ee1', '0x88f50ecc588cdd35:0xfd2dd15299a372a'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f509342131d231:0xf113b2ce154ec62a?authuser=-1&hl=en&gl=us
I Fly Business;I Fly Business, 881 Sneath Ln, San Bruno, CA 94066;0x808f79c039b77e31:0x74ec548fd87d291b;;37.635792699999996;-122.4228792;['Travel agency'];4.2;6;;[['Thursday', '8AM–8PM'], ['Friday', '8AM–8PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–8PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM']];;Closed ⋅ Opens 8AM;['0x808f79c3548c63af:0x96b9c9a63e9969', '0x808f79a40b602fb7:0x2e17e93f7e20505e', '0x808f79b19fd78b7f:0xacdeec5428a7be8f', '0x808f79c1ed8bd467:0x111ec74ae98a6d44'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f79c039b77e31:0x74ec548fd87d291b?authuser=-1&hl=en&gl=us
Athletic Edge Sports Massage;Athletic Edge Sports Massage, 2985 Piedmont Rd NE, Atlanta, GA 30305;0x88f505f1c963f2af:0x4fd4fa4a29e28786;;33.8361704;-84.3677057;['Massage spa', 'Massage therapist'];5.0;17;;[['Thursday', '7AM–10PM'], ['Friday', '7AM–10PM'], ['Saturday', '7AM–10PM'], ['Sunday', '7AM–10PM'], ['Monday', '7AM–10PM'], ['Tuesday', '7AM–10PM'], ['Wednesday', '7AM–10PM']];{'Planning': ['Appointments recommended']};Open ⋅ Closes 10PM;['0x88f511c947d33c13:0xef8686a542531385', '0x88f50e9078c69063:0x6f336638611c06b4', '0x88f50446d19eef51:0xbe7432cc2154ecce', '0x88f50f113a57bb17:0xbcdebfdd72abf6c0', '0x88f507ac8c267143:0x28594efdf18d13a5'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f505f1c963f2af:0x4fd4fa4a29e28786?authuser=-1&hl=en&gl=us
Residences of Chastain;Residences of Chastain, 4011 Roswell Rd NE, Atlanta, GA 30342;0x88f50f6bd6c2e85b:0xe0da71a33f74d4d5;;33.8641606;-84.3797087;['Apartment building'];4.5;78;;[['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '10AM–5PM'], ['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 6PM;['0x88f50f6db1a2dc1b:0xe5c46b3eaee4bb53', '0x88f50f1dde628fad:0x38f6dae1ab4a2dbd', '0x88f50f1ed3f8739d:0xd100bf2067f38962', '0x88f50ffed6de2523:0x616685378e74c19a', '0x88f50f19a40f1e29:0x8014343e7da62e49'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f50f6bd6c2e85b:0xe0da71a33f74d4d5?authuser=-1&hl=en&gl=us
Synergy Sports Wellness Institute;Synergy Sports Wellness Institute, 3565 Piedmont Rd NE Building 2, Suite 310, Atlanta, GA 30305;0x88f505a5e19242b7:0x748571120d382346;;33.8525335;-84.3793838;['Chiropractor'];4.6;14;;[['Thursday', '9AM–6PM'], ['Friday', '9AM–2PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–2PM']];{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Restroom'], 'Planning': ['Appointments recommended']};Open ⋅ Closes 6PM;['0x88f5058c13804adf:0x65e912681a03189f', '0x88f59c2781cb99d3:0xb1bf23718b050774', '0x88f50468acb63951:0xc361b3a70a0d7b58', '0x88f50ee2155a4009:0x418711d7735365e9', '0x88f510a8ec94152b:0x102b20f82a18dd52'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f505a5e19242b7:0x748571120d382346?authuser=-1&hl=en&gl=us
AT&T Store;AT&T Store, 4600 Roswell Rd Suite C150, Sandy Springs, GA 30342;0x88f50f174c3caeb9:0x7a0dc5e2fb91021c;Retailer providing wireless plans & a range of phones, devices & accessories.;33.879994599999996;-84.3801082;['Cell phone store', 'Cell phone accessory store', 'Telecommunications service provider'];4.1;87;;[['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM'], ['Sunday', '12–6PM'], ['Monday', '10AM–8PM'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM']];{'Service options': ['Curbside pickup', 'In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits']};Open ⋅ Closes 8PM;['0x88f508a8532df029:0xd14e24f2fd6cd339', '0x88f50f6f3aad8ed9:0xf21f629dd3071b46', '0x88f510cfa181aa57:0x25b21dfae85d3910', '0x88f509cd6b29351f:0x4c73240ebb804b10', '0x88f50e9419a871ef:0xdd64f7ed32638018'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f50f174c3caeb9:0x7a0dc5e2fb91021c?authuser=-1&hl=en&gl=us
Buckhead Medical Solutions;Buckhead Medical Solutions, 3169 Maple Dr NE, Atlanta, GA 30305;0x88f50f68b0290137:0xceec7d2f300b0c48;;33.8418294;-84.3719019;['Weight loss service', 'Nutritionist'];3.2;8;;[['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', '8AM–6PM'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 6PM;['0x88f509836e7c0e0d:0x14586fd9bf3f8496', '0x88f505f59dd154b3:0x5c241b13f691aa13', '0x88f51065791db8a3:0xce9e6704aaa7d6d9', '0x88f505f6ae8c7c0b:0xe988b1f6177a58c1'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f50f68b0290137:0xceec7d2f300b0c48?authuser=-1&hl=en&gl=us
